stim_angle,stim_laterality,stim_view,stim_timing,stim_file,stim_correct_key
270,right,palmar,0.7,stimuli/right_palmar.png,l
0,right,palmar,1.76,stimuli/right_palmar.png,l
0,right,palmar,1.08,stimuli/right_palmar.png,l
90,left,dorsal,0.020000000000000018,stimuli/left_dorsal.png,s
270,left,dorsal,0.41999999999999993,stimuli/left_dorsal.png,s
0,right,palmar,0.040000000000000036,stimuli/right_palmar.png,l
0,right,dorsal,1.3199999999999998,stimuli/right_dorsal.png,l
270,right,dorsal,0.17999999999999994,stimuli/right_dorsal.png,l
180,left,palmar,0.1399999999999999,stimuli/left_palmar.png,s
270,left,dorsal,0.17999999999999994,stimuli/left_dorsal.png,s
0,right,palmar,1.88,stimuli/right_palmar.png,l
180,left,dorsal,1.3199999999999998,stimuli/left_dorsal.png,s
180,left,dorsal,1.1800000000000002,stimuli/left_dorsal.png,s
270,left,dorsal,1.1400000000000001,stimuli/left_dorsal.png,s
0,left,palmar,0.8999999999999999,stimuli/left_palmar.png,s
90,right,palmar,1.04,stimuli/right_palmar.png,l
90,left,dorsal,1.84,stimuli/left_dorsal.png,s
0,left,palmar,1.58,stimuli/left_palmar.png,s
0,left,dorsal,1.3,stimuli/left_dorsal.png,s
0,left,dorsal,1.6400000000000001,stimuli/left_dorsal.png,s
270,right,palmar,0.8,stimuli/right_palmar.png,l
270,right,dorsal,1.72,stimuli/right_dorsal.png,l
0,right,dorsal,0.78,stimuli/right_dorsal.png,l
90,right,palmar,0.72,stimuli/right_palmar.png,l
90,left,dorsal,0.8600000000000001,stimuli/left_dorsal.png,s
270,right,palmar,0.020000000000000018,stimuli/right_palmar.png,l
180,left,palmar,0.7,stimuli/left_palmar.png,s
90,right,palmar,0.54,stimuli/right_palmar.png,l
180,right,palmar,1.88,stimuli/right_palmar.png,l
270,right,dorsal,1.3399999999999999,stimuli/right_dorsal.png,l
90,left,palmar,0.3400000000000001,stimuli/left_palmar.png,s
0,left,palmar,1.62,stimuli/left_palmar.png,s
180,right,palmar,0.020000000000000018,stimuli/right_palmar.png,l
0,right,dorsal,0.5,stimuli/right_dorsal.png,l
270,left,palmar,0.8400000000000001,stimuli/left_palmar.png,s
90,right,palmar,0.21999999999999997,stimuli/right_palmar.png,l
270,right,dorsal,1.44,stimuli/right_dorsal.png,l
270,left,palmar,1.02,stimuli/left_palmar.png,s
0,left,palmar,0.52,stimuli/left_palmar.png,s
90,right,dorsal,1.84,stimuli/right_dorsal.png,l
270,right,dorsal,1,stimuli/right_dorsal.png,l
180,left,dorsal,0.10000000000000009,stimuli/left_dorsal.png,s
0,left,palmar,0.74,stimuli/left_palmar.png,s
90,right,palmar,1.62,stimuli/right_palmar.png,l
180,left,palmar,1.56,stimuli/left_palmar.png,s
270,left,palmar,0.10000000000000009,stimuli/left_palmar.png,s
270,right,dorsal,0.19999999999999996,stimuli/right_dorsal.png,l
90,left,palmar,0.5,stimuli/left_palmar.png,s
90,right,dorsal,1.62,stimuli/right_dorsal.png,l
90,left,dorsal,0.74,stimuli/left_dorsal.png,s
180,right,dorsal,0.76,stimuli/right_dorsal.png,l
90,left,palmar,1.66,stimuli/left_palmar.png,s
270,right,palmar,0.54,stimuli/right_palmar.png,l
270,left,dorsal,0.26,stimuli/left_dorsal.png,s
180,right,dorsal,1.98,stimuli/right_dorsal.png,l
90,right,dorsal,0.43999999999999995,stimuli/right_dorsal.png,l
180,left,dorsal,0.8400000000000001,stimuli/left_dorsal.png,s
180,left,palmar,0.3999999999999999,stimuli/left_palmar.png,s
180,right,dorsal,1.22,stimuli/right_dorsal.png,l
180,left,palmar,1.06,stimuli/left_palmar.png,s
270,left,palmar,1.56,stimuli/left_palmar.png,s
0,left,dorsal,0.94,stimuli/left_dorsal.png,s
270,right,palmar,0.21999999999999997,stimuli/right_palmar.png,l
90,right,palmar,1.56,stimuli/right_palmar.png,l
270,left,dorsal,1.4,stimuli/left_dorsal.png,s
90,right,dorsal,0.78,stimuli/right_dorsal.png,l
180,left,dorsal,0.54,stimuli/left_dorsal.png,s
270,left,palmar,0.6799999999999999,stimuli/left_palmar.png,s
90,right,palmar,1.88,stimuli/right_palmar.png,l
180,right,dorsal,1.04,stimuli/right_dorsal.png,l
90,left,dorsal,1.2,stimuli/left_dorsal.png,s
90,left,palmar,1.84,stimuli/left_palmar.png,s
0,left,palmar,1.22,stimuli/left_palmar.png,s
90,right,dorsal,1.1800000000000002,stimuli/right_dorsal.png,l
180,right,dorsal,0.5800000000000001,stimuli/right_dorsal.png,l
180,left,palmar,1.92,stimuli/left_palmar.png,s
0,left,palmar,0.21999999999999997,stimuli/left_palmar.png,s
180,right,dorsal,0.020000000000000018,stimuli/right_dorsal.png,l
180,right,dorsal,0.3799999999999999,stimuli/right_dorsal.png,l
90,left,palmar,1.22,stimuli/left_palmar.png,s
180,right,dorsal,0.8400000000000001,stimuli/right_dorsal.png,l
90,left,palmar,0.1399999999999999,stimuli/left_palmar.png,s
0,right,dorsal,0.040000000000000036,stimuli/right_dorsal.png,l
270,right,dorsal,0.74,stimuli/right_dorsal.png,l
270,left,palmar,0.24,stimuli/left_palmar.png,s
90,right,palmar,1.28,stimuli/right_palmar.png,l
90,right,dorsal,1.3599999999999999,stimuli/right_dorsal.png,l
270,left,palmar,1.3,stimuli/left_palmar.png,s
180,right,palmar,0.3999999999999999,stimuli/right_palmar.png,l
180,right,dorsal,1.58,stimuli/right_dorsal.png,l
90,left,palmar,1.5,stimuli/left_palmar.png,s
90,left,palmar,1.06,stimuli/left_palmar.png,s
270,right,palmar,1.44,stimuli/right_palmar.png,l
0,left,dorsal,1.82,stimuli/left_dorsal.png,s
270,left,dorsal,0.98,stimuli/left_dorsal.png,s
90,left,dorsal,1.74,stimuli/left_dorsal.png,s
0,left,dorsal,1.52,stimuli/left_dorsal.png,s
0,right,palmar,0.72,stimuli/right_palmar.png,l
180,left,dorsal,1.56,stimuli/left_dorsal.png,s
270,right,palmar,1.28,stimuli/right_palmar.png,l
270,right,dorsal,1.94,stimuli/right_dorsal.png,l
180,left,dorsal,1.62,stimuli/left_dorsal.png,s
180,right,dorsal,1.72,stimuli/right_dorsal.png,l
0,right,dorsal,0.24,stimuli/right_dorsal.png,l
0,right,palmar,1.3,stimuli/right_palmar.png,l
270,left,palmar,0.54,stimuli/left_palmar.png,s
270,left,palmar,1.66,stimuli/left_palmar.png,s
0,right,palmar,0.8600000000000001,stimuli/right_palmar.png,l
90,left,dorsal,1.48,stimuli/left_dorsal.png,s
90,right,dorsal,0.1200000000000001,stimuli/right_dorsal.png,l
180,left,palmar,0.98,stimuli/left_palmar.png,s
0,right,dorsal,1.96,stimuli/right_dorsal.png,l
0,right,dorsal,1.48,stimuli/right_dorsal.png,l
0,right,palmar,1.44,stimuli/right_palmar.png,l
0,right,palmar,0.3999999999999999,stimuli/right_palmar.png,l
270,left,dorsal,1.8599999999999999,stimuli/left_dorsal.png,s
90,right,dorsal,0.24,stimuli/right_dorsal.png,l
270,right,dorsal,0.45999999999999996,stimuli/right_dorsal.png,l
180,left,palmar,1.6,stimuli/left_palmar.png,s
180,right,palmar,0.30000000000000004,stimuli/right_palmar.png,l
0,left,palmar,1.06,stimuli/left_palmar.png,s
270,right,dorsal,0.8200000000000001,stimuli/right_dorsal.png,l
180,left,dorsal,0.76,stimuli/left_dorsal.png,s
90,right,dorsal,1.54,stimuli/right_dorsal.png,l
270,left,palmar,1.88,stimuli/left_palmar.png,s
270,right,palmar,1.1800000000000002,stimuli/right_palmar.png,l
180,left,palmar,1.28,stimuli/left_palmar.png,s
270,left,dorsal,1.7,stimuli/left_dorsal.png,s
180,right,palmar,0.76,stimuli/right_palmar.png,l
0,left,dorsal,1.12,stimuli/left_dorsal.png,s
0,right,dorsal,1.04,stimuli/right_dorsal.png,l
0,left,dorsal,0.3600000000000001,stimuli/left_dorsal.png,s
90,left,dorsal,0.54,stimuli/left_dorsal.png,s
0,left,palmar,1.84,stimuli/left_palmar.png,s
0,left,dorsal,0.5,stimuli/left_dorsal.png,s
180,right,palmar,0.8999999999999999,stimuli/right_palmar.png,l
180,left,dorsal,0.3400000000000001,stimuli/left_dorsal.png,s
270,right,palmar,1.76,stimuli/right_palmar.png,l
90,left,palmar,0.98,stimuli/left_palmar.png,s
180,right,palmar,1.2,stimuli/right_palmar.png,l
90,right,dorsal,0.98,stimuli/right_dorsal.png,l
90,left,dorsal,0.3600000000000001,stimuli/left_dorsal.png,s
180,left,palmar,0.32000000000000006,stimuli/left_palmar.png,s
180,right,palmar,1.76,stimuli/right_palmar.png,l
90,left,palmar,0.74,stimuli/left_palmar.png,s
270,right,palmar,1.88,stimuli/right_palmar.png,l
0,right,dorsal,1.72,stimuli/right_dorsal.png,l
90,right,palmar,0.8400000000000001,stimuli/right_palmar.png,l
270,left,dorsal,1.3599999999999999,stimuli/left_dorsal.png,s
0,right,palmar,0.30000000000000004,stimuli/right_palmar.png,l
0,left,dorsal,0.15999999999999992,stimuli/left_dorsal.png,s
90,left,dorsal,1.1,stimuli/left_dorsal.png,s
270,left,dorsal,0.72,stimuli/left_dorsal.png,s
0,right,dorsal,0.8,stimuli/right_dorsal.png,l
180,right,palmar,1.42,stimuli/right_palmar.png,l
0,left,palmar,0.020000000000000018,stimuli/left_palmar.png,s
90,right,palmar,0.020000000000000018,stimuli/right_palmar.png,l
0,left,dorsal,0.6000000000000001,stimuli/left_dorsal.png,s
180,right,palmar,1.06,stimuli/right_palmar.png,l
180,left,dorsal,1.94,stimuli/left_dorsal.png,s
